run,type,module,name,attrname,attrvalue,value,vectime,vecvalue
General-0-20200531-19:40:33-2144,vector,Network.node[2].lnk[1],Buffer Size,,,,"0 13.017229484523 13.017229484523 18.527637464396 18.527637464396 31.680385843815 31.680385843815 38.947500948462 38.947500948462 42.976135326643 42.976135326643 58.540806280897 58.540806280897 60.76929926679 60.76929926679 64.154514001429 64.154514001429 68.700638439185 68.700638439185 80.40611684146 80.40611684146 84.983294812008 84.983294812008 88.475398875119 88.475398875119 106.663177476062 106.663177476062 106.806156594855 107.663177476062 110.020893555642 110.020893555642 122.533307199713 122.533307199713 133.073797010175 133.073797010175 134.13241298583 134.13241298583 148.414612791423 148.414612791423 175.331165875416 175.331165875416 179.663672092803 179.663672092803 190.279423910734 190.279423910734 197.429447031178 197.429447031178","0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
General-0-20200531-19:40:33-2144,vector,Network.node[3].app,General Delay,,,,"0","0"
General-0-20200531-19:40:33-2144,vector,Network.node[3].app,Hop Count,,,,"0","0"
General-0-20200531-19:40:33-2144,vector,Network.node[3].app,Source Node,,,,"0","0"
General-0-20200531-19:40:33-2144,vector,Network.node[3].net,PaquetesProcesados,,,,"0 0.000116 0.000232 0.000348 0.000464 0.00058 0.000696 0.000812 0.000928 14.017329484523 19.527737464396 32.680485843815 39.947600948462 43.976235326643 59.540906280897 61.76939926679 65.154614001429 69.700738439185 81.40621684146 85.983394812008 89.475498875119 107.663277476062 108.663277476062 111.020993555642 123.533407199713 134.073897010175 135.13251298583 149.414712791423 176.331265875416 180.663772092803 191.279523910734 198.429547031178","0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31"
General-0-20200531-19:40:33-2144,vector,Network.node[3].lnk[0],Buffer Size,,,,"0 0 0 0.000116 0.000116 0.000232 0.000232 0.000348 0.000348 0.000464 0.000464 0.00058 0.00058 0.000696 0.000696 0.000812 0.000812","0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
General-0-20200531-19:40:33-2144,vector,Network.node[3].lnk[1],Buffer Size,,,,"0 14.017329484523 14.017329484523 19.527737464396 19.527737464396 32.680485843815 32.680485843815 39.947600948462 39.947600948462 43.976235326643 43.976235326643 59.540906280897 59.540906280897 61.76939926679 61.76939926679 65.154614001429 65.154614001429 69.700738439185 69.700738439185 81.40621684146 81.40621684146 85.983394812008 85.983394812008 89.475498875119 89.475498875119 107.663277476062 107.663277476062 108.663277476062 108.663277476062 111.020993555642 111.020993555642 123.533407199713 123.533407199713 134.073897010175 134.073897010175 135.13251298583 135.13251298583 149.414712791423 149.414712791423 176.331265875416 176.331265875416 180.663772092803 180.663772092803 191.279523910734 191.279523910734 198.429547031178 198.429547031178","0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
General-0-20200531-19:40:33-2144,vector,Network.node[4].app,General Delay,,,,"0","0"
General-0-20200531-19:40:33-2144,vector,Network.node[4].app,Hop Count,,,,"0","0"
General-0-20200531-19:40:33-2144,vector,Network.node[4].app,Source Node,,,,"0","0"
General-0-20200531-19:40:33-2144,vector,Network.node[4].net,PaquetesProcesados,,,,"0 0.000116 0.000232 0.000348 0.000464 0.00058 0.000696 0.000812 0.000928 15.017429484523 20.527837464396 33.680585843815 40.947700948462 44.976335326643 60.541006280897 62.76949926679 66.154714001429 70.700838439185 82.40631684146 86.983494812008 90.475598875119 108.663377476062 109.663377476062 112.021093555642 124.533507199713 135.073997010175 136.13261298583 150.414812791423 177.331365875416 181.663872092803 192.279623910734 199.429647031178","0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31"
General-0-20200531-19:40:33-2144,vector,Network.node[4].lnk[0],Buffer Size,,,,"0 0 0 0.000116 0.000116 0.000232 0.000232 0.000348 0.000348 0.000464 0.000464 0.00058 0.00058 0.000696 0.000696 0.000812 0.000812","0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
General-0-20200531-19:40:33-2144,vector,Network.node[4].lnk[1],Buffer Size,,,,"0 15.017429484523 15.017429484523 20.527837464396 20.527837464396 33.680585843815 33.680585843815 40.947700948462 40.947700948462 44.976335326643 44.976335326643 60.541006280897 60.541006280897 62.76949926679 62.76949926679 66.154714001429 66.154714001429 70.700838439185 70.700838439185 82.40631684146 82.40631684146 86.983494812008 86.983494812008 90.475598875119 90.475598875119 108.663377476062 108.663377476062 109.663377476062 109.663377476062 112.021093555642 112.021093555642 124.533507199713 124.533507199713 135.073997010175 135.073997010175 136.13261298583 136.13261298583 150.414812791423 150.414812791423 177.331365875416 177.331365875416 181.663872092803 181.663872092803 192.279623910734 192.279623910734 199.429647031178 199.429647031178","0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
General-0-20200531-19:40:33-2144,vector,Network.node[5].app,General Delay,,,,"0 9.290222719388 15.752784639684 16.017529484523 21.527937464396 29.413601990875 33.270941397567 34.680685843815 40.109986382321 41.947800948462 43.505883528373 45.976435326643 45.977997502336 46.977997502336 61.541106280897 63.76959926679 67.154814001429 69.591076145486 71.700938439185 80.573348968847 83.40641684146 85.842067762037 87.983594812008 91.475698875119 91.718097732339 104.376682582264 105.376682582264 107.773526044218 108.773526044218 109.663477476062 110.663477476062 113.021193555642 115.723940785245 125.533607199713 136.074097010175 137.13271298583 137.775130285976 151.414912791423 152.061375797358 156.553340006105 167.790016905536 178.331465875416 179.088031429784 182.663972092803 184.232782378113 192.184354970085 193.184354970085 193.279723910734","0 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.591607316348 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.484502511744 3.0003 3.36217281713 3.0003 3.857320881207 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.119179133933 3.0003"
General-0-20200531-19:40:33-2144,vector,Network.node[5].app,connection 0 delay,,,,"0 9.290222719388 15.752784639684 29.413601990875 33.270941397567 40.109986382321 43.505883528373 45.977997502336 46.977997502336 69.591076145486 80.573348968847 85.842067762037 91.718097732339 104.376682582264 105.376682582264 107.773526044218 108.773526044218 115.723940785245 137.775130285976 152.061375797358 156.553340006105 167.790016905536 179.088031429784 184.232782378113 192.184354970085 193.184354970085","0 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.591607316348 3.0003 3.0003 3.0003 3.0003 3.0003 3.484502511744 3.0003 3.36217281713 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.119179133933"
General-0-20200531-19:40:33-2144,vector,Network.node[5].app,connection 1 delay,,,,"0","0"
General-0-20200531-19:40:33-2144,vector,Network.node[5].app,connection 2 delay,,,,"0 16.017529484523 21.527937464396 34.680685843815 41.947800948462 45.976435326643 61.541106280897 63.76959926679 67.154814001429 71.700938439185 83.40641684146 87.983594812008 91.475698875119 109.663477476062 110.663477476062 113.021193555642 125.533607199713 136.074097010175 137.13271298583 151.414912791423 178.331465875416 182.663972092803 193.279723910734","0 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.857320881207 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003 3.0003"
General-0-20200531-19:40:33-2144,vector,Network.node[5].app,connection 3 delay,,,,"0","0"
General-0-20200531-19:40:33-2144,vector,Network.node[5].app,connection 4 delay,,,,"0","0"
General-0-20200531-19:40:33-2144,vector,Network.node[5].app,connection 6 delay,,,,"0","0"
General-0-20200531-19:40:33-2144,vector,Network.node[5].app,connection 7 delay,,,,"0","0"
General-0-20200531-19:40:33-2144,vector,Network.node[5].app,Hop Count,,,,"0 9.290222719388 15.752784639684 16.017529484523 21.527937464396 29.413601990875 33.270941397567 34.680685843815 40.109986382321 41.947800948462 43.505883528373 45.976435326643 45.977997502336 46.977997502336 61.541106280897 63.76959926679 67.154814001429 69.591076145486 71.700938439185 80.573348968847 83.40641684146 85.842067762037 87.983594812008 91.475698875119 91.718097732339 104.376682582264 105.376682582264 107.773526044218 108.773526044218 109.663477476062 110.663477476062 113.021193555642 115.723940785245 125.533607199713 136.074097010175 137.13271298583 137.775130285976 151.414912791423 152.061375797358 156.553340006105 167.790016905536 178.331465875416 179.088031429784 182.663972092803 184.232782378113 192.184354970085 193.184354970085 193.279723910734","0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2"
General-0-20200531-19:40:33-2144,vector,Network.node[5].app,Source Node,,,,"0 9.290222719388 15.752784639684 16.017529484523 21.527937464396 29.413601990875 33.270941397567 34.680685843815 40.109986382321 41.947800948462 43.505883528373 45.976435326643 45.977997502336 46.977997502336 61.541106280897 63.76959926679 67.154814001429 69.591076145486 71.700938439185 80.573348968847 83.40641684146 85.842067762037 87.983594812008 91.475698875119 91.718097732339 104.376682582264 105.376682582264 107.773526044218 108.773526044218 109.663477476062 110.663477476062 113.021193555642 115.723940785245 125.533607199713 136.074097010175 137.13271298583 137.775130285976 151.414912791423 152.061375797358 156.553340006105 167.790016905536 178.331465875416 179.088031429784 182.663972092803 184.232782378113 192.184354970085 193.184354970085 193.279723910734","0 0 0 2 2 0 0 2 0 2 0 2 0 0 2 2 2 0 2 0 2 0 2 2 0 0 0 0 0 2 2 2 0 2 2 2 0 2 0 0 0 2 0 2 0 0 0 2"
General-0-20200531-19:40:33-2144,vector,Network.node[5].net,PaquetesProcesados,,,,"0 0.000116 0.000232 0.000348 0.000464 0.00058 0.000696 0.000812 0.000928 9.290222719388 15.752784639684 16.017529484523 21.527937464396 29.413601990875 33.270941397567 34.680685843815 40.109986382321 41.947800948462 43.505883528373 45.976435326643 45.977997502336 46.977997502336 61.541106280897 63.76959926679 67.154814001429 69.591076145486 71.700938439185 80.573348968847 83.40641684146 85.842067762037 87.983594812008 91.475698875119 91.718097732339 104.376682582264 105.376682582264 107.773526044218 108.773526044218 109.663477476062 110.663477476062 113.021193555642 115.723940785245 125.533607199713 136.074097010175 137.13271298583 137.775130285976 151.414912791423 152.061375797358 156.553340006105 167.790016905536 178.331465875416 179.088031429784 182.663972092803 184.232782378113 192.184354970085 193.184354970085 193.279723910734","0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55"
General-0-20200531-19:40:33-2144,vector,Network.node[5].lnk[0],Buffer Size,,,,"0 0 0 0.000116 0.000116 0.000232 0.000232 0.000348 0.000348 0.000464 0.000464 0.00058 0.00058 0.000696 0.000696 0.000812 0.000812","0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
General-0-20200531-19:40:33-2144,vector,Network.node[5].lnk[1],Buffer Size,,,,"0","0"
General-0-20200531-19:40:33-2144,vector,Network.node[6].app,General Delay,,,,"0","0"
General-0-20200531-19:40:33-2144,vector,Network.node[6].app,Hop Count,,,,"0","0"
General-0-20200531-19:40:33-2144,vector,Network.node[6].app,Source Node,,,,"0","0"
General-0-20200531-19:40:33-2144,vector,Network.node[6].net,PaquetesProcesados,,,,"0 0.000116 0.000232 0.000348 0.000464 0.00058 0.000696 0.000812 0.000928 8.290122719388 14.752684639684 28.413501990875 32.270841397567 39.109886382321 42.505783528373 44.977897502336 45.977897502336 68.590976145486 79.573248968847 84.841967762037 90.717997732339 103.376582582264 104.376582582264 106.773426044218 107.773426044218 114.723840785245 136.775030285976 151.061275797358 155.553240006105 166.789916905536 178.087931429784 183.232682378113 191.184254970085 192.184254970085","0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33"
General-0-20200531-19:40:33-2144,vector,Network.node[6].lnk[0],Buffer Size,,,,"0 0 0 0.000116 0.000116 0.000232 0.000232 0.000348 0.000348 0.000464 0.000464 0.00058 0.00058 0.000696 0.000696 0.000812 0.000812 8.290122719388 8.290122719388 14.752684639684 14.752684639684 28.413501990875 28.413501990875 32.270841397567 32.270841397567 39.109886382321 39.109886382321 42.505783528373 42.505783528373 44.977897502336 44.977897502336 45.977897502336 45.977897502336 68.590976145486 68.590976145486 79.573248968847 79.573248968847 84.841967762037 84.841967762037 90.717997732339 90.717997732339 103.376582582264 103.376582582264 104.376582582264 104.376582582264 106.773426044218 106.773426044218 107.773426044218 107.773426044218 114.723840785245 114.723840785245 136.775030285976 136.775030285976 151.061275797358 151.061275797358 155.553240006105 155.553240006105 166.789916905536 166.789916905536 178.087931429784 178.087931429784 183.232682378113 183.232682378113 191.184254970085 191.184254970085 192.184254970085 192.184254970085","0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
General-0-20200531-19:40:33-2144,vector,Network.node[6].lnk[1],Buffer Size,,,,"0","0"
General-0-20200531-19:40:33-2144,vector,Network.node[7].app,General Delay,,,,"0","0"
General-0-20200531-19:40:33-2144,vector,Network.node[7].app,Hop Count,,,,"0","0"
General-0-20200531-19:40:33-2144,vector,Network.node[7].app,Source Node,,,,"0","0"
General-0-20200531-19:40:33-2144,vector,Network.node[7].net,PaquetesProcesados,,,,"0 0.000116 0.000232 0.000348 0.000464 0.00058 0.000696 0.000812 0.000928 7.290022719388 13.752584639684 27.413401990875 31.270741397567 38.109786382321 41.505683528373 43.977797502336 44.977797502336 67.590876145486 78.573148968847 83.841867762037 89.717897732339 102.376482582264 103.376482582264 105.773326044218 106.773326044218 113.723740785245 135.774930285976 150.061175797358 154.553140006105 165.789816905536 177.087831429784 182.232582378113 190.184154970085 191.184154970085 199.991869751717","0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34"
General-0-20200531-19:40:33-2144,vector,Network.node[7].lnk[0],Buffer Size,,,,"0 0 0 0.000116 0.000116 0.000232 0.000232 0.000348 0.000348 0.000464 0.000464 0.00058 0.00058 0.000696 0.000696 0.000812 0.000812 7.290022719388 7.290022719388 13.752584639684 13.752584639684 27.413401990875 27.413401990875 31.270741397567 31.270741397567 38.109786382321 38.109786382321 41.505683528373 41.505683528373 43.977797502336 43.977797502336 44.977797502336 44.977797502336 67.590876145486 67.590876145486 78.573148968847 78.573148968847 83.841867762037 83.841867762037 89.717897732339 89.717897732339 102.376482582264 102.376482582264 103.376482582264 103.376482582264 105.773326044218 105.773326044218 106.773326044218 106.773326044218 113.723740785245 113.723740785245 135.774930285976 135.774930285976 150.061175797358 150.061175797358 154.553140006105 154.553140006105 165.789816905536 165.789816905536 177.087831429784 177.087831429784 182.232582378113 182.232582378113 190.184154970085 190.184154970085 191.184154970085 191.184154970085 199.991869751717 199.991869751717","0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
General-0-20200531-19:40:33-2144,vector,Network.node[7].lnk[1],Buffer Size,,,,"0","0"
